1 	269 	0	0	2	0	0
1 	18 	0	0	3	0	0
1 	2 	0	0	4	0	0
2 	286 	0	0	2	0	0
2 	1 	0	0	4	0	0
2 	17 	0	0	3	0	0
2 	3 	0	0	4	0	0
3 	2 	0	0	4	0	0
3 	4 	0	0	4	0	0
3 	379 	0	0	3	0	0
4 	3 	0	0	4	0	0
4 	5 	0	0	4	0	0
4 	374 	0	0	3	0	0
5 	4 	0	0	4	0	0
5 	6 	0	0	4	0	0
5 	382 	0	0	3	0	0
6 	388 	0	0	4	0	0
6 	403 	0	0	4	0	0
6 	5 	0	0	4	0	0
7 	403 	0	0	4	0	0
7 	398 	0	0	0.5	0	0
7 	8 	0	0	4	0	0
7 	550 	0	0	1	0	0
8 	7 	0	0	3	0	0
8 	9 	0	0	3	0	0
8 	400 	0	0	3	0	0
9 	71 	0	0	4	0	0
9 	8 	0	0	4	0	0
9 	396 	0	0	2	0	1
10 	13 	0	0	2	0	0
10 	12 	0	0	0.5	0	0
10 	11 	0	0	0.5	0	0
10 	396 	0	0	2	0	1
11 	10 	0	0	0.5	0	0
12 	10 	0	0	0.5	0	0
13 	70 	1	0	4	0	0
13 	10 	0	0	2	0	1
13 	393 	0	0	2	0	0
13 	388 	1	0	4	0	0
14 	392 	0	0	3	0	0
14 	382 	0	0	4	0	0
14 	493 	0	0	4	0	0
14 	15 	0	1	3	0	0
15 	14 	0	1	3	0	0
15 	372 	0	0	3	0	0
15 	381 	0	0	3	0	0
15 	374 	0	0	3	0	0
16 	348 	0	0	3	0	0
16 	379 	0	0	3	0	0
16 	380 	0	0	3	0	0
16 	343 	0	0	3	0	0
17 	24 	0	0	2	0	0
17 	2 	0	0	2	0	0
17 	323 	0	0	2	0	0
17 	308 	0	0	2	0	0
18 	1 	0	0	2	0	0
18 	303 	0	0	1	0	0
18 	322 	0	0	2	0	0
19 	322 	0	0	3	0	0
19 	492 	0	0	3	0	0
19 	266 	0	0	3	0	0
20 	21 	0	0	3	0	0
20 	128 	0	0	2	0	1
20 	104 	0	0	3	0	0
20 	492 	0	0	3	0	0
21 	26 	0	0	0.5	0	0
21 	22 	0	0	0.5	0	0
21 	20 	0	0	3	0	0
21 	24 	0	1	2	0	0
22 	21 	0	0	0.5	0	0
22 	23 	0	0	0.5	0	0
23 	24 	0	0	0.5	0	0
23 	22 	0	0	0.5	0	0
24 	21 	0	1	2	0	0
24 	25 	0	0	0.5	0	0
24 	23 	0	0	0.5	0	0
24 	17 	0	0	2	0	0
25 	24 	0	0	0.5	0	0
25 	26 	0	0	0.5	0	0
26 	21 	0	0	0.5	0	0
26 	25 	0	0	0.5	0	0
27 	28 	0	1	2	0	0
27 	128 	0	0	2	0	1
27 	477 	0	2	2	0	0
28 	27 	0	1	2	0	0
28 	29 	0	0	2	0	0
28 	45 	0	0	2	0	0
28 	53 	0	0	2	0	0
29 	30 	0	0	1	0	0
29 	28 	0	0	2	0	0
29 	44 	0	0	1	0	0
30 	29 	0	0	1	0	0
30 	31 	0	0	0.5	0	0
30 	32 	0	0	1	0	0
31 	30 	0	0	0.5	0	0
32 	30 	0	0	1	0	0
32 	33 	0	0	1	0	0
32 	34 	0	0	1	0	0
33 	32 	0	0	1	0	0
33 	35 	0	0	1	0	0
34 	32 	0	0	1	0	0
34 	35 	0	0	1	0	0
35 	33 	0	0	1	0	0
35 	34 	0	0	1	0	0
35 	36 	0	0	1	0	0
35 	37 	0	0	1	0	0
36 	35 	0	0	1	0	0
36 	43 	0	0	1	0	0
36 	38 	0	0	1	0	0
37 	35 	0	0	1	0	0
37 	39 	0	0	1	0	0
37 	38 	0	0	1	0	0
38 	36 	0	0	1	0	0
38 	37 	0	0	1	0	0
38 	40 	0	0	1	0	0
39 	37 	0	0	1	0	0
39 	40 	0	0	1	0	0
40 	38 	0	0	1	0	0
40 	39 	0	0	1	0	0
40 	41 	0	0	1	0	0
41 	40 	0	0	1	0	0
41 	44 	0	0	1	0	0
41 	42 	0	0	1	0	0
42 	41 	0	0	1	0	0
42 	43 	0	0	1	0	0
43 	36 	0	0	1	0	0
43 	42 	0	0	1	0	0
44 	29 	0	0	1	0	0
44 	41 	0	0	1	0	0
44 	45 	0	0	1	0	0
45 	44 	0	0	1	0	0
45 	28 	0	0	2	0	0
45 	266 	0	0	2	0	0
45 	46 	0	0	1	0	0
46 	47 	0	0	1	0	0
46 	45 	0	0	1	0	0
47 	48 	0	0	1	0	0
47 	46 	0	0	1	0	0
47 	59 	0	0	0.5	0	0
48 	49 	0	0	1	0	0
48 	47 	0	0	1	0	0
48 	58 	0	0	0.5	0	0
49 	50 	0	0	1	0	0
49 	48 	0	0	1	0	0
49 	57 	0	0	0.5	0	0
50 	51 	0	0	1	0	0
50 	56 	0	0	0.5	0	0
50 	49 	0	0	1	0	0
51 	52 	0	0	1	0	0
51 	50 	0	0	1	0	0
51 	55 	0	0	0.5	0	0
52 	53 	0	0	1	0	0
52 	51 	0	0	1	0	0
52 	54 	0	0	0.5	0	0
53 	60 	0	0	1	0	0
53 	65 	0	0	1	0	0
53 	28 	0	0	2	0	0
53 	52 	0	0	1	0	0
54 	52 	0	0	0.5	0	0
54 	55 	0	0	0.5	0	0
55 	54 	0	0	0.5	0	0
55 	56 	0	0	0.5	0	0
55 	51 	0	0	0.5	0	0
56 	55 	0	0	0.5	0	0
56 	57 	0	0	0.5	0	0
56 	50 	0	0	0.5	0	0
57 	56 	0	0	0.5	0	0
57 	58 	0	0	0.5	0	0
57 	49 	0	0	0.5	0	0
58 	57 	0	0	0.5	0	0
58 	59 	0	0	0.5	0	0
58 	48 	0	0	0.5	0	0
59 	58 	0	0	0.5	0	0
59 	47 	0	0	0.5	0	0
60 	53 	0	0	1	0	0
60 	64 	0	0	1	0	0
60 	61 	0	0	1	0	0
61 	62 	0	0	1	0	0
61 	66 	0	0	1	0	0
61 	60 	0	0	1	0	0
62 	61 	0	0	1	0	0
62 	63 	0	0	1	0	0
62 	64 	0	0	1	0	0
